timestamp,basket_mid,theoretical_value,discount,discount_pct
0,30505.0,30550.0,-45.0,-0.14729950900163666
100,30504.0,30549.0,-45.0,-0.14730433074732396
200,30505.5,30550.0,-44.5,-0.14566284779050737
300,30501.5,30550.0,-48.5,-0.15875613747954173
400,30505.5,30550.0,-44.5,-0.14566284779050737
500,30506.5,30550.0,-43.5,-0.14238952536824875
600,30510.5,30553.0,-42.5,-0.13910254312178835
700,30509.5,30550.0,-40.5,-0.132569558101473
800,30508.0,30552.0,-44.0,-0.1440167583136947
900,30507.0,30550.0,-43.0,-0.14075286415711946
1000,30506.0,30549.0,-43.0,-0.14075747160299845
1100,30506.5,30549.0,-42.5,-0.13912075681691707
1200,30509.0,30549.0,-40.0,-0.13093718288651018
1300,30506.5,30549.0,-42.5,-0.13912075681691707
1400,30506.0,30549.0,-43.0,-0.14075747160299845
1500,30507.5,30549.0,-41.5,-0.13584732724475432
1600,30503.5,30547.0,-43.5,-0.14240350934625332
1700,30503.5,30547.0,-43.5,-0.14240350934625332
1800,30501.5,30545.0,-43.5,-0.1424128335243084
1900,30501.5,30546.0,-44.5,-0.14568192234662478
2000,30500.5,30546.0,-45.5,-0.14895567341059385
2100,30502.0,30546.0,-44.0,-0.1440450468146402
2200,30506.5,30546.0,-39.5,-0.12931316702677928
2300,30506.5,30544.0,-37.5,-0.12277370350969094
2400,30507.5,30546.0,-38.5,-0.12603941596281018
2500,30510.0,30546.0,-36.0,-0.11785503830288745
2600,30511.5,30547.0,-35.5,-0.11621435820211477
2700,30512.0,30547.0,-35.0,-0.1145775362556061
2800,30511.0,30547.0,-36.0,-0.11785118014862343
2900,30508.5,30547.0,-38.5,-0.12603528988116672
3000,30504.5,30543.0,-38.5,-0.1260517958288315
3100,30502.5,30543.0,-40.5,-0.13259994106669287
3200,30502.0,30543.0,-41.0,-0.1342369773761582
3300,30498.5,30543.0,-44.5,-0.14569623154241562
3400,30494.5,30543.0,-48.5,-0.15879252201813834
3500,30496.0,30544.0,-48.0,-0.1571503404924044
3600,30496.0,30543.0,-47.0,-0.15388141308974232
3700,30493.5,30544.0,-50.5,-0.16533525405971713
3800,30498.5,30544.0,-45.5,-0.14896542692509168
3900,30501.0,30547.0,-46.0,-0.15058761907879661
4000,30502.0,30549.0,-47.0,-0.15385118989164948
4100,30504.0,30550.0,-46.0,-0.15057283142389527
4200,30507.0,30548.0,-41.0,-0.13421500589236612
4300,30504.5,30548.0,-43.5,-0.14239884771507136
4400,30501.5,30546.0,-44.5,-0.14568192234662478
4500,30503.0,30547.0,-44.0,-0.14404033129276198
4600,30502.0,30547.0,-45.0,-0.1473139751857793
4700,30505.0,30547.0,-42.0,-0.13749304350672734
4800,30504.5,30547.0,-42.5,-0.139129865453236
4900,30506.0,30550.0,-44.0,-0.14402618657937807
5000,30508.0,30548.0,-40.0,-0.130941469163284
5100,30507.5,30548.0,-40.5,-0.13257823752782508
5200,30505.5,30546.0,-40.5,-0.13258691809074838
5300,30508.5,30547.0,-38.5,-0.12603528988116672
5400,30511.0,30546.0,-35.0,-0.11458128723891835
5500,30510.5,30546.0,-35.5,-0.11621816277090291
5600,30512.0,30545.0,-33.0,-0.10803732198395809
5700,30513.5,30548.0,-34.5,-0.11293701715333246
5800,30516.0,30550.0,-34.0,-0.11129296235679213
5900,30516.5,30550.0,-33.5,-0.10965630114566284
6000,30515.0,30550.0,-35.0,-0.11456628477905073
6100,30516.5,30552.0,-35.5,-0.11619533909400367
6200,30517.5,30550.0,-32.5,-0.10638297872340426
6300,30515.0,30550.0,-35.0,-0.11456628477905073
6400,30513.5,30550.0,-36.5,-0.11947626841243864
6500,30512.0,30550.0,-38.0,-0.12438625204582651
6600,30512.5,30550.0,-37.5,-0.12274959083469722
6700,30508.0,30550.0,-42.0,-0.13747954173486088
6800,30508.5,30549.0,-40.5,-0.1325738976725916
6900,30508.0,30549.0,-41.0,-0.13421061245867294
7000,30508.5,30549.0,-40.5,-0.1325738976725916
7100,30509.5,30548.0,-38.5,-0.12603116406966086
7200,30509.5,30548.0,-38.5,-0.12603116406966086
7300,30509.0,30548.0,-39.0,-0.1276679324342019
7400,30506.5,30543.0,-36.5,-0.11950365059097011
7500,30504.0,30543.0,-39.0,-0.12768883213829682
7600,30505.0,30543.0,-38.0,-0.12441475951936615
7700,30508.0,30544.0,-36.0,-0.11786275536930331
7800,30507.5,30544.0,-36.5,-0.11949973808276584
7900,30509.5,30544.0,-34.5,-0.11295180722891565
8000,30506.5,30544.0,-37.5,-0.12277370350969094
8100,30506.0,30545.0,-39.0,-0.12768047143558683
8200,30511.0,30544.0,-33.0,-0.10804085908852804
8300,30514.5,30548.0,-33.5,-0.10966348042425035
8400,30512.0,30546.0,-34.0,-0.11130753617494926
8500,30513.0,30549.0,-36.0,-0.11784346459785917
8600,30517.5,30548.0,-30.5,-0.09984287023700406
8700,30517.5,30547.0,-29.5,-0.09657249484401087
8800,30516.0,30546.0,-30.0,-0.09821253191907287
8900,30515.5,30546.0,-30.5,-0.09984940745105743
9000,30517.0,30544.0,-27.0,-0.08839706652697749
9100,30512.0,30543.0,-31.0,-0.10149625118685132
9200,30511.0,30543.0,-32.0,-0.10477032380578201
9300,30514.5,30543.0,-28.5,-0.09331106963952461
9400,30516.5,30543.0,-26.5,-0.08676292440166322
9500,30516.5,30545.0,-28.5,-0.09330495989523654
9600,30513.0,30541.0,-28.0,-0.09168003667201467
9700,30514.0,30542.0,-28.0,-0.09167703490275686
9800,30512.5,30542.0,-29.5,-0.09658830462969026
9900,30516.0,30542.0,-26.0,-0.08512867526684566
10000,30515.5,30542.0,-26.5,-0.08676576517582346
10100,30516.0,30542.0,-26.0,-0.08512867526684566
10200,30514.5,30541.0,-26.5,-0.08676860613601389
10300,30513.5,30542.0,-28.5,-0.09331412481173466
10400,30511.5,30542.0,-30.5,-0.09986248444764587
10500,30511.5,30542.0,-30.5,-0.09986248444764587
10600,30509.5,30542.0,-32.5,-0.10641084408355708
10700,30510.0,30542.0,-32.0,-0.10477375417457928
10800,30514.0,30542.0,-28.0,-0.09167703490275686
10900,30513.5,30542.0,-28.5,-0.09331412481173466
11000,30514.5,30542.0,-27.5,-0.09003994499377906
11100,30515.0,30543.0,-28.0,-0.09167403333005926
11200,30515.0,30545.0,-30.0,-0.09821574725814373
11300,30514.5,30544.0,-29.5,-0.09658198009429021
11400,30514.5,30546.0,-31.5,-0.10312315851502651
11500,30516.0,30548.0,-32.0,-0.10475317533062721
11600,30517.0,30548.0,-31.0,-0.1014796386015451
11700,30519.5,30549.0,-29.5,-0.09656617237880127
11800,30520.5,30548.0,-27.5,-0.09002226004975776
11900,30520.0,30547.0,-27.0,-0.08838838511146757
12000,30522.0,30547.0,-25.0,-0.08184109732543295
12100,30526.5,30549.0,-22.5,-0.07365216537366198
12200,30528.5,30549.0,-20.5,-0.06710530622933647
12300,30525.5,30548.0,-22.5,-0.07365457640434726
12400,30524.0,30547.0,-23.0,-0.07529380953939831
