timestamp,basket_mid,theoretical_value,discount,discount_pct
0,59228.5,59318.5,-90.0,-0.15172332408944933
100,59228.0,59316.5,-88.5,-0.14919963248000134
200,59234.5,59318.5,-84.0,-0.14160843581681937
300,59228.5,59318.5,-90.0,-0.15172332408944933
400,59230.5,59318.5,-88.0,-0.14835169466523934
500,59234.0,59318.5,-84.5,-0.14245134317287186
600,59238.5,59323.0,-84.5,-0.14244053739696239
700,59244.0,59318.5,-74.5,-0.12559319605182195
800,59241.5,59321.5,-80.0,-0.1348583565823521
900,59242.5,59318.5,-76.0,-0.12812191811997944
1000,59238.5,59317.0,-78.5,-0.13233980140600501
1100,59237.5,59317.0,-79.5,-0.1340256587487567
1200,59236.5,59317.0,-80.5,-0.13571151609150833
1300,59231.5,59317.0,-85.5,-0.14414080280526662
1400,59234.5,59317.0,-82.5,-0.13908323077701165
1500,59229.5,59314.0,-84.5,-0.14246215058839395
1600,59228.5,59311.0,-82.5,-0.13909730066935308
1700,59230.5,59311.0,-80.5,-0.13572524489555057
1800,59231.5,59305.5,-74.0,-0.12477763445211659
1900,59235.0,59307.5,-72.5,-0.12224423555199596
2000,59233.5,59307.5,-74.0,-0.12477342663238207
2100,59230.5,59306.5,-76.0,-0.12814784214209235
2200,59231.5,59306.5,-75.0,-0.12646168632443325
2300,59229.5,59304.0,-74.5,-0.12562390395251585
2400,59233.5,59307.5,-74.0,-0.12477342663238207
2500,59234.5,59307.0,-72.5,-0.1222452661574519
2600,59232.5,59309.0,-76.5,-0.12898548281036606
2700,59230.5,59308.5,-78.0,-0.131515718657528
2800,59235.5,59308.0,-72.5,-0.12224320496391718
2900,59234.5,59309.0,-74.5,-0.1256133133251277
3000,59233.5,59303.0,-69.5,-0.11719474562838306
3100,59233.5,59302.5,-69.0,-0.11635259896294423
3200,59230.5,59303.0,-72.5,-0.12225351162673051
3300,59227.0,59304.0,-77.0,-0.12983947119924458
3400,59224.0,59304.0,-80.0,-0.13489815189531904
3500,59229.0,59304.0,-75.0,-0.1264670174018616
3600,59229.5,59303.0,-73.5,-0.12393976695951302
3700,59224.5,59303.5,-79.0,-0.13321304813375265
3800,59232.5,59304.5,-72.0,-0.12140731310440185
3900,59240.0,59309.0,-69.0,-0.11633984724072231
4000,59237.0,59312.0,-75.0,-0.12644995953601296
4100,59237.0,59313.5,-76.5,-0.12897569693240155
4200,59233.0,59310.0,-77.0,-0.12982633619962905
4300,59229.0,59310.5,-81.5,-0.1374124311884068
4400,59224.5,59307.5,-83.0,-0.13994857311469883
4500,59225.5,59309.0,-83.5,-0.1407880760087002
4600,59223.0,59310.0,-87.0,-0.14668689934243803
4700,59226.0,59309.5,-83.5,-0.1407868891155717
4800,59227.0,59309.5,-82.5,-0.13910081858724152
4900,59237.5,59314.0,-76.5,-0.12897460970428568
5000,59239.5,59311.0,-71.5,-0.12055099391343933
5100,59245.0,59312.5,-67.5,-0.11380400421496312
5200,59242.0,59308.5,-66.5,-0.11212558065032836
5300,59242.5,59311.0,-68.5,-0.11549291025273559
5400,59240.5,59309.5,-69.0,-0.1163388664547838
5500,59240.5,59309.5,-69.0,-0.1163388664547838
5600,59242.5,59308.0,-65.5,-0.11044041276050448
5700,59242.5,59312.5,-70.0,-0.11801896733403582
5800,59246.5,59316.0,-69.5,-0.11716906062445209
5900,59245.5,59315.5,-70.0,-0.11801299828881154
6000,59241.0,59315.5,-74.5,-0.12559954817880656
6100,59247.5,59318.5,-71.0,-0.11969284455945446
6200,59239.5,59315.5,-76.0,-0.12812839814213822
6300,59229.5,59313.5,-84.0,-0.14162037310224485
6400,59230.5,59312.5,-82.0,-0.13825079030558482
6500,59232.5,59314.5,-82.0,-0.13824612868691466
6600,59233.5,59315.5,-82.0,-0.13824379799546493
6700,59231.0,59315.5,-84.5,-0.14245854793435106
6800,59231.5,59314.0,-82.5,-0.13909026536736688
6900,59228.5,59314.0,-85.5,-0.1441480931989075
7000,59236.0,59314.0,-78.0,-0.13150352362005596
7100,59234.5,59313.5,-79.0,-0.13319058898901598
7200,59237.5,59314.5,-77.0,-0.1298164866938101
7300,59230.0,59315.0,-85.0,-0.1433027058922701
7400,59232.0,59307.0,-75.0,-0.1264606201628813
7500,59230.5,59307.0,-76.5,-0.12898983256613888
7600,59224.0,59307.5,-83.5,-0.14079163680816084
7700,59229.5,59308.5,-79.0,-0.1332018176146758
7800,59227.0,59308.5,-81.5,-0.1374170650075453
7900,59227.0,59308.5,-81.5,-0.1374170650075453
8000,59232.5,59309.0,-76.5,-0.12898548281036606
8100,59228.5,59310.0,-81.5,-0.1374135896138931
8200,59226.5,59307.5,-81.0,-0.13657631834085066
8300,59229.0,59314.0,-85.0,-0.14330512189365074
8400,59227.5,59311.5,-84.0,-0.14162514857995498
8500,59225.5,59316.0,-90.5,-0.15257266167644482
8600,59228.5,59315.5,-87.0,-0.14667329787323719
8700,59224.5,59313.5,-89.0,-0.1500501572154737
8800,59218.5,59311.5,-93.0,-0.156799271642093
8900,59216.5,59311.5,-95.0,-0.1601712989892348
9000,59217.0,59308.5,-91.5,-0.15427805457902324
9100,59216.0,59310.5,-94.5,-0.159330978494533
9200,59222.5,59310.0,-87.5,-0.1475299274995785
9300,59222.0,59310.0,-88.0,-0.14837295565671893
9400,59219.5,59310.0,-90.5,-0.1525880964424212
9500,59216.5,59313.0,-96.5,-0.16269620487920017
9600,59210.0,59307.0,-97.0,-0.1635557354106598
9700,59206.5,59307.5,-101.0,-0.17029886607933228
9800,59202.5,59308.0,-105.5,-0.17788493963714846
9900,59207.5,59308.5,-101.0,-0.1702959946719273
10000,59209.5,59307.5,-98.0,-0.16524048391856005
10100,59213.0,59308.0,-95.0,-0.16018075133202941
10200,59214.5,59306.0,-91.5,-0.15428455805483424
10300,59219.0,59307.5,-88.5,-0.14922227374278127
10400,59223.5,59308.5,-85.0,-0.14331841135756257
10500,59221.5,59308.5,-87.0,-0.14669060927185817
10600,59220.5,59307.5,-87.0,-0.14669308266239514
10700,59226.5,59307.5,-81.0,-0.13657631834085066
10800,59229.5,59307.5,-78.0,-0.1315179361800784
10900,59233.5,59307.5,-74.0,-0.12477342663238207
11000,59231.0,59308.0,-77.0,-0.1298307142375396
11100,59240.5,59310.0,-69.5,-0.11718091384252233
11200,59239.0,59313.0,-74.0,-0.12476185659130376
11300,59234.0,59311.5,-77.5,-0.1306660597017442
11400,59233.5,59315.0,-81.5,-0.13740200623788248
11500,59236.0,59319.0,-83.0,-0.13992144169658963
11600,59240.5,59319.0,-78.5,-0.13233533943593115
11700,59233.5,59320.0,-86.5,-0.14581928523263654
11800,59234.5,59320.5,-86.0,-0.14497517721529657
11900,59233.5,59319.0,-85.5,-0.144135942952511
12000,59242.0,59319.0,-77.0,-0.12980663868237832
12100,59245.0,59323.0,-78.0,-0.13148357298181146
12200,59237.5,59323.0,-85.5,-0.14412622423006252
12300,59237.5,59321.5,-84.0,-0.14160127441146972
12400,59237.0,59319.0,-82.0,-0.13823564119422108
12500,59237.0,59321.5,-84.5,-0.1424441391401094
12600,59239.5,59319.5,-80.0,-0.13486290342973223
12700,59243.5,59320.5,-77.0,-0.1298033563439283
12800,59241.5,59318.0,-76.5,-0.1289659125391955
12900,59241.5,59318.0,-76.5,-0.1289659125391955
13000,59238.5,59319.5,-81.0,-0.13654868972260387
13100,59235.5,59319.5,-84.0,-0.1416060486012188
13200,59237.5,59316.0,-78.5,-0.13234203250387755
13300,59240.5,59315.5,-75.0,-0.12644249816658376
13400,59234.5,59315.5,-81.0,-0.13655789801991047
13500,59238.5,59319.5,-81.0,-0.13654868972260387
13600,59232.5,59322.0,-89.5,-0.15087151478372274
13700,59236.5,59321.5,-85.0,-0.1432870038687491
13800,59237.0,59322.0,-85.0,-0.14328579616331208
13900,59237.0,59322.5,-85.5,-0.14412743899869357
14000,59233.0,59320.5,-87.5,-0.14750381402719126
14100,59242.0,59326.5,-84.5,-0.14243213403790886
14200,59242.5,59324.0,-81.5,-0.13738116108151843
14300,59247.5,59324.5,-77.0,-0.12979460425288036
14400,59243.5,59325.0,-81.5,-0.1373788453434471
14500,59239.5,59323.0,-83.5,-0.14075485056386225
14600,59243.5,59321.5,-78.0,-0.1314868976677933
14700,59241.5,59321.0,-79.5,-0.13401662143254495
14800,59240.5,59324.0,-83.5,-0.1407524779178747
14900,59236.5,59322.5,-86.0,-0.14497028951915378
15000,59233.5,59323.0,-89.5,-0.15086897156246312
15100,59238.5,59320.0,-81.5,-0.13739042481456507
15200,59236.5,59316.5,-80.0,-0.13486972427570743
15300,59233.5,59316.5,-83.0,-0.13992733893604645
15400,59231.0,59316.5,-85.5,-0.14414201781966232
15500,59228.5,59315.0,-86.5,-0.1458315771727219
15600,59226.5,59313.5,-87.0,-0.14667824357018217
15700,59224.0,59314.5,-90.5,-0.1525765200751924
15800,59222.5,59315.0,-92.5,-0.1559470622945292
15900,59223.5,59314.0,-90.5,-0.1525778062514752
16000,59225.5,59313.5,-88.0,-0.14836420039282794
16100,59224.5,59314.5,-90.0,-0.15173355587588194
16200,59220.5,59315.0,-94.5,-0.159318890668465
16300,59218.5,59314.5,-96.0,-0.16184912626760742
16400,59224.0,59315.0,-91.0,-0.1534181910140774
16500,59222.5,59314.0,-91.5,-0.15426374886198874
16600,59226.5,59312.0,-85.5,-0.14415295387105476
16700,59221.5,59311.0,-89.5,-0.15089949587766183
16800,59214.0,59311.0,-97.0,-0.1635447050294212
16900,59213.0,59311.0,-98.0,-0.16523073291632245
17000,59213.5,59310.5,-97.0,-0.16354608374571114
17100,59216.5,59319.5,-103.0,-0.17363598816578021
17200,59217.0,59315.5,-98.5,-0.16606114759211338
17300,59221.5,59320.0,-98.5,-0.1660485502360081
17400,59220.5,59325.0,-104.5,-0.17614833544037084
17500,59227.5,59326.5,-99.0,-0.16687315112133702
17600,59226.5,59326.5,-100.0,-0.16855873850640102
17700,59227.0,59329.5,-102.5,-0.17276397070597257
17800,59225.5,59328.5,-103.0,-0.17360964797694195
17900,59225.0,59327.5,-102.5,-0.17276979478319496
18000,59225.5,59328.0,-102.5,-0.1727683387270766
18100,59223.5,59329.5,-106.0,-0.17866322824227407
18200,59222.5,59330.5,-108.0,-0.1820311644095364
18300,59225.5,59331.5,-106.0,-0.17865720570017612
18400,59226.0,59332.0,-106.0,-0.17865570012809276
18500,59225.5,59329.5,-104.0,-0.1752922239358161
18600,59222.0,59327.5,-105.5,-0.1778264717036787
18700,59223.0,59329.5,-106.5,-0.17950597931888856
18800,59221.5,59331.5,-110.0,-0.18539898704735258
18900,59221.5,59329.0,-107.5,-0.1811930084781473
19000,59224.5,59329.5,-105.0,-0.17697772608904508
19100,59223.5,59329.5,-106.0,-0.17866322824227407
19200,59218.5,59332.5,-114.0,-0.19213753002148906
19300,59217.5,59332.5,-115.0,-0.19382294695150212
19400,59217.5,59332.5,-115.0,-0.19382294695150212
19500,59218.5,59328.5,-110.0,-0.18540836191712246
19600,59221.0,59333.0,-112.0,-0.18876510542194058
19700,59225.5,59331.5,-106.0,-0.17865720570017612
19800,59229.5,59332.0,-102.5,-0.17275669116159914
19900,59226.5,59333.0,-106.5,-0.1794953904235417
20000,59227.5,59328.5,-101.0,-0.17023858685117607
20100,59226.5,59333.0,-106.5,-0.1794953904235417
20200,59223.5,59333.0,-109.5,-0.18455159860448653
20300,59221.5,59334.0,-112.5,-0.18960461118414398
20400,59220.5,59337.0,-116.5,-0.19633618147193152
20500,59218.5,59337.0,-118.5,-0.19970675969462562
20600,59218.0,59337.0,-119.0,-0.20054940425029916
20700,59220.5,59337.5,-117.0,-0.19717716452496312
20800,59221.5,59335.0,-113.5,-0.19128676160782002
20900,59221.5,59337.0,-115.5,-0.19465089236058447
21000,59225.5,59338.5,-113.0,-0.1904328555659479
21100,59226.5,59335.5,-109.0,-0.18370115698022263
21200,59223.5,59338.5,-115.0,-0.19380334858481424
21300,59227.5,59341.5,-114.0,-0.19210838957559212
21400,59230.5,59340.5,-110.0,-0.18537086812547923
21500,59230.0,59340.5,-110.5,-0.18621346298059505
21600,59234.5,59343.5,-109.0,-0.18367639252824655
21700,59237.5,59343.5,-106.0,-0.17862107897242327
21800,59239.0,59344.5,-105.5,-0.17777553100961338
21900,59236.5,59340.5,-104.0,-0.17525972986408944
22000,59239.0,59342.0,-103.0,-0.17357015267432846
22100,59243.0,59343.5,-100.5,-0.16935300412008056
22200,59243.0,59344.0,-101.0,-0.17019412240496093
22300,59241.0,59343.0,-102.0,-0.1718821090945857
22400,59237.5,59342.0,-104.5,-0.17609787334434296
22500,59242.5,59344.5,-102.0,-0.17187776457801482
22600,59246.5,59344.5,-98.0,-0.16513746008475932
22700,59250.5,59346.5,-96.0,-0.1617618562173001
22800,59250.0,59346.0,-96.0,-0.16176321908805985
22900,59249.5,59346.0,-96.5,-0.1626057358541435
23000,59250.5,59344.5,-94.0,-0.15839715559150383
23100,59251.0,59345.0,-94.0,-0.15839582104642344
23200,59246.5,59344.5,-98.0,-0.16513746008475932
23300,59239.5,59346.5,-107.0,-0.18029706890886574
23400,59231.5,59338.5,-107.0,-0.1803213765093489
23500,59229.0,59340.5,-111.5,-0.18789865269082667
23600,59227.0,59338.0,-111.0,-0.187063938791331
23700,59225.0,59337.5,-112.5,-0.18959342742784915
23800,59222.0,59338.5,-116.5,-0.19633121834896397
23900,59224.5,59338.5,-114.0,-0.19211810207538108
24000,59224.5,59341.0,-116.5,-0.19632294703493372
24100,59227.5,59341.0,-113.5,-0.19126742050184525
24200,59226.5,59342.5,-116.0,-0.19547541812360447
24300,59228.5,59344.0,-115.5,-0.19462793205715828
24400,59225.5,59344.0,-118.5,-0.19968320301968187
24500,59225.5,59343.5,-118.0,-0.19884233319571645
24600,59228.5,59341.5,-113.0,-0.19042322826352553
24700,59227.0,59338.5,-111.5,-0.18790498580179815
24800,59234.5,59341.5,-107.0,-0.18031226039112594
24900,59236.0,59343.0,-107.0,-0.18030770267765364
25000,59240.0,59343.0,-103.0,-0.1735672278111993
25100,59233.5,59337.5,-104.0,-0.1752685906888561
25200,59235.5,59338.0,-102.5,-0.17273922275776063
25300,59233.5,59341.5,-108.0,-0.18199742170319255
25400,59226.5,59340.0,-113.5,-0.1912706437478935
25500,59226.0,59338.5,-112.5,-0.18959023231123132
25600,59221.0,59340.0,-119.0,-0.20053926525109536
25700,59230.5,59334.5,-104.0,-0.17527745240964362
25800,59221.5,59333.0,-111.5,-0.18792240405844976
25900,59220.5,59333.0,-112.5,-0.18960780678543138
26000,59219.5,59333.5,-114.0,-0.19213429175760743
26100,59215.5,59330.0,-114.5,-0.19298837013315354
26200,59218.5,59330.5,-112.0,-0.1887730593876674
26300,59218.5,59330.5,-112.0,-0.1887730593876674
26400,59216.5,59327.5,-111.0,-0.18709704605789895
26500,59214.0,59330.5,-116.5,-0.19635769123806474
26600,59207.5,59325.0,-117.5,-0.1980615254951538
26700,59203.5,59322.5,-119.0,-0.20059842386952673
26800,59206.5,59322.5,-116.0,-0.19554132074676556
26900,59210.0,59325.5,-115.5,-0.19468862462178996
27000,59209.5,59329.5,-120.0,-0.2022602583874801
27100,59209.5,59330.5,-121.0,-0.20394232308846208
27200,59207.5,59329.0,-121.5,-0.20479023748925484
27300,59206.5,59326.0,-119.5,-0.20142939014934433
27400,59203.5,59328.0,-124.5,-0.20985032362459544
27500,59206.0,59330.5,-124.5,-0.2098414811943267
27600,59207.5,59330.5,-123.0,-0.2073132705775276
27700,59200.5,59330.5,-130.0,-0.21911158678925677
27800,59216.5,59333.0,-116.5,-0.19634941769335781
27900,59212.5,59334.0,-121.5,-0.2047729800788755
28000,59209.5,59334.5,-125.0,-0.21067001491543708
28100,59206.5,59337.5,-131.0,-0.22077101327153992
28200,59210.5,59338.0,-127.5,-0.2148707405035559
28300,59209.0,59332.5,-123.5,-0.20814899085661315
28400,59213.0,59336.5,-123.5,-0.2081349590892621
28500,59211.0,59333.0,-122.0,-0.2056191326917567
28600,59216.0,59332.0,-116.0,-0.19551001146093172
28700,59214.5,59332.5,-118.0,-0.1988791977415413
28800,59223.0,59332.5,-109.5,-0.18455315383643028
28900,59219.5,59331.5,-112.0,-0.1887698777209408
29000,59215.5,59332.0,-116.5,-0.19635272702757364
29100,59216.5,59331.5,-115.0,-0.19382621373132317
29200,59214.5,59331.5,-117.0,-0.1971971044049114
29300,59223.0,59332.0,-109.0,-0.18371199352794446
29400,59217.5,59331.5,-114.0,-0.19214076839452904
29500,59215.5,59332.5,-117.0,-0.19719378081152825
29600,59214.5,59326.0,-111.5,-0.18794457741968107
29700,59217.5,59333.0,-115.5,-0.19466401496637623
29800,59211.0,59336.5,-125.5,-0.2115055657141894
29900,59215.5,59332.5,-117.0,-0.19719378081152825
30000,59215.5,59331.0,-115.5,-0.19467057693280074
30100,59219.5,59332.0,-112.5,-0.18961100249443807
30200,59217.5,59333.5,-116.0,-0.1955050688059865
30300,59226.5,59333.5,-107.0,-0.18033657208828066
30400,59226.0,59333.5,-107.5,-0.1811792663503754
30500,59227.0,59333.5,-106.5,-0.1794938778261859
30600,59230.5,59335.0,-104.5,-0.17611864835257438
30700,59233.5,59335.0,-101.5,-0.1710626106008258
30800,59229.5,59335.0,-105.5,-0.17780399426982388
30900,59230.5,59335.0,-104.5,-0.17611864835257438
31000,59228.5,59333.0,-104.5,-0.1761245849695785
31100,59224.5,59333.0,-108.5,-0.1828661958775049
31200,59227.0,59333.5,-106.5,-0.1794938778261859
31300,59227.0,59336.0,-109.0,-0.1836996090063368
31400,59225.0,59334.5,-109.5,-0.18454693306592287
31500,59222.5,59337.5,-115.0,-0.19380661470402358
31600,59217.5,59334.5,-117.0,-0.19718713396084908
31700,59216.5,59334.0,-117.5,-0.19803148279232818
31800,59220.5,59333.0,-112.5,-0.18960780678543138
31900,59210.5,59331.5,-121.0,-0.20393888575208785
32000,59212.5,59332.5,-120.0,-0.20225003160156746
32100,59211.0,59332.5,-121.5,-0.20477815699658702
32200,59212.5,59333.0,-120.5,-0.20309102860128428
32300,59210.5,59334.0,-123.5,-0.2081437287221492
32400,59214.5,59332.0,-117.5,-0.19803815816085754
32500,59215.5,59330.5,-115.0,-0.19382948062126562
32600,59215.5,59327.5,-112.0,-0.18878260503139352
32700,59208.0,59327.0,-119.0,-0.20058320831998921
32800,59212.5,59326.5,-114.0,-0.19215696189729714
32900,59211.5,59326.5,-115.0,-0.19384254928236117
