timestamp,basket_mid,theoretical_value,discount,discount_pct,type,profit_potential
0,30505.0,30550.0,-45.0,-0.14729950900163666,buy_basket_sell_components,45.0
100,30504.0,30549.0,-45.0,-0.14730433074732396,buy_basket_sell_components,45.0
200,30505.5,30550.0,-44.5,-0.14566284779050737,buy_basket_sell_components,44.5
300,30501.5,30550.0,-48.5,-0.15875613747954173,buy_basket_sell_components,48.5
400,30505.5,30550.0,-44.5,-0.14566284779050737,buy_basket_sell_components,44.5
500,30506.5,30550.0,-43.5,-0.14238952536824875,buy_basket_sell_components,43.5
600,30510.5,30553.0,-42.5,-0.13910254312178835,buy_basket_sell_components,42.5
700,30509.5,30550.0,-40.5,-0.132569558101473,buy_basket_sell_components,40.5
800,30508.0,30552.0,-44.0,-0.1440167583136947,buy_basket_sell_components,44.0
900,30507.0,30550.0,-43.0,-0.14075286415711946,buy_basket_sell_components,43.0
1000,30506.0,30549.0,-43.0,-0.14075747160299845,buy_basket_sell_components,43.0
1100,30506.5,30549.0,-42.5,-0.13912075681691707,buy_basket_sell_components,42.5
1200,30509.0,30549.0,-40.0,-0.13093718288651018,buy_basket_sell_components,40.0
1300,30506.5,30549.0,-42.5,-0.13912075681691707,buy_basket_sell_components,42.5
1400,30506.0,30549.0,-43.0,-0.14075747160299845,buy_basket_sell_components,43.0
1500,30507.5,30549.0,-41.5,-0.13584732724475432,buy_basket_sell_components,41.5
1600,30503.5,30547.0,-43.5,-0.14240350934625332,buy_basket_sell_components,43.5
1700,30503.5,30547.0,-43.5,-0.14240350934625332,buy_basket_sell_components,43.5
1800,30501.5,30545.0,-43.5,-0.1424128335243084,buy_basket_sell_components,43.5
1900,30501.5,30546.0,-44.5,-0.14568192234662478,buy_basket_sell_components,44.5
2000,30500.5,30546.0,-45.5,-0.14895567341059385,buy_basket_sell_components,45.5
2100,30502.0,30546.0,-44.0,-0.1440450468146402,buy_basket_sell_components,44.0
2200,30506.5,30546.0,-39.5,-0.12931316702677928,buy_basket_sell_components,39.5
2300,30506.5,30544.0,-37.5,-0.12277370350969094,buy_basket_sell_components,37.5
