timestamp,basket_mid,theoretical_value,discount,discount_pct
0,58710.5,58685.5,25.0,0.042599960808036054
100,58710.5,58688.0,22.5,0.03833833151581243
200,58711.5,58690.0,21.5,0.036633157266996084
300,58710.5,58688.0,22.5,0.03833833151581243
400,58703.5,58680.5,23.0,0.03919530338016888
500,58702.0,58682.0,20.0,0.03408200129511604
600,58699.5,58687.0,12.5,0.02129943599093496
700,58692.5,58686.0,6.5,0.011075895443547012
800,58690.5,58686.0,4.5,0.007667927614763316
900,58693.0,58687.0,6.0,0.01022372927564878
1000,58697.5,58692.5,5.0,0.008518976019082506
1100,58691.5,58689.5,2.0,0.0034077645916220107
1200,58685.5,58684.0,1.5,0.0025560629813918614
1300,58688.5,58684.5,4.0,0.0068161098756911965
1400,58696.5,58685.0,11.5,0.019596148930731874
1500,58694.5,58681.5,13.0,0.022153489600640747
1600,58692.5,58684.0,8.5,0.014484356894553881
1700,58693.5,58687.0,6.5,0.011075706715286179
1800,58690.5,58688.0,2.5,0.004259814612868048
1900,58691.5,58686.5,5.0,0.008519846983548175
2000,58691.5,58686.5,5.0,0.008519846983548175
2100,58691.5,58684.5,7.0,0.011928192282459593
2200,58684.5,58687.0,-2.5,-0.0042598871981869915
2300,58677.5,58683.5,-6.0,-0.010224339039082535
2400,58678.5,58685.5,-7.0,-0.011927989026250096
2500,58675.5,58687.0,-11.5,-0.01959548111166016
2600,58679.5,58691.5,-12.0,-0.020445890801904877
2700,58676.5,58691.5,-15.0,-0.02555736350238109
2800,58676.5,58691.0,-14.5,-0.024705661856161937
2900,58675.5,58692.5,-17.0,-0.028964518464880518
3000,58684.0,58696.5,-12.5,-0.02129598868757081
3100,58681.5,58698.5,-17.0,-0.02896155779108495
3200,58685.0,58696.5,-11.5,-0.019592309592565145
3300,58675.5,58693.0,-17.5,-0.029816162063619173
3400,58678.5,58694.0,-15.5,-0.02640815074794698
3500,58684.5,58696.5,-12.0,-0.02044414914006798
3600,58681.5,58694.0,-12.5,-0.02129689576447337
3700,58679.5,58692.5,-13.0,-0.022149337649614517
3800,58687.0,58693.5,-6.5,-0.011074480138345813
3900,58679.5,58687.5,-8.0,-0.013631522896698616
