timestamp,basket_mid,theoretical_value,discount,discount_pct,type,profit_potential
2200,58684.5,58687.0,-2.5,-0.0042598871981869915,buy_basket_sell_components,2.5
2300,58677.5,58683.5,-6.0,-0.010224339039082535,buy_basket_sell_components,6.0
2400,58678.5,58685.5,-7.0,-0.011927989026250096,buy_basket_sell_components,7.0
2500,58675.5,58687.0,-11.5,-0.01959548111166016,buy_basket_sell_components,11.5
2600,58679.5,58691.5,-12.0,-0.020445890801904877,buy_basket_sell_components,12.0
2700,58676.5,58691.5,-15.0,-0.02555736350238109,buy_basket_sell_components,15.0
2800,58676.5,58691.0,-14.5,-0.024705661856161937,buy_basket_sell_components,14.5
2900,58675.5,58692.5,-17.0,-0.028964518464880518,buy_basket_sell_components,17.0
3000,58684.0,58696.5,-12.5,-0.02129598868757081,buy_basket_sell_components,12.5
3100,58681.5,58698.5,-17.0,-0.02896155779108495,buy_basket_sell_components,17.0
3200,58685.0,58696.5,-11.5,-0.019592309592565145,buy_basket_sell_components,11.5
3300,58675.5,58693.0,-17.5,-0.029816162063619173,buy_basket_sell_components,17.5
3400,58678.5,58694.0,-15.5,-0.02640815074794698,buy_basket_sell_components,15.5
3500,58684.5,58696.5,-12.0,-0.02044414914006798,buy_basket_sell_components,12.0
3600,58681.5,58694.0,-12.5,-0.02129689576447337,buy_basket_sell_components,12.5
3700,58679.5,58692.5,-13.0,-0.022149337649614517,buy_basket_sell_components,13.0
3800,58687.0,58693.5,-6.5,-0.011074480138345813,buy_basket_sell_components,6.5
3900,58679.5,58687.5,-8.0,-0.013631522896698616,buy_basket_sell_components,8.0
4000,58685.5,58688.0,-2.5,-0.004259814612868048,buy_basket_sell_components,2.5
4100,58681.5,58684.5,-3.0,-0.005112082406768397,buy_basket_sell_components,3.0
4200,58678.5,58685.5,-7.0,-0.011927989026250096,buy_basket_sell_components,7.0
4300,58678.5,58685.5,-7.0,-0.011927989026250096,buy_basket_sell_components,7.0
4500,58680.5,58686.5,-6.0,-0.01022381638025781,buy_basket_sell_components,6.0
4600,58676.5,58685.5,-9.0,-0.01533598589089298,buy_basket_sell_components,9.0
4800,58669.5,58673.5,-4.0,-0.006817387747449871,buy_basket_sell_components,4.0
4900,58670.5,58673.0,-2.5,-0.0042609036524466105,buy_basket_sell_components,2.5
5000,58667.0,58673.5,-6.5,-0.01107825508960604,buy_basket_sell_components,6.5
5100,58663.5,58674.5,-11.0,-0.018747496783099983,buy_basket_sell_components,11.0
5200,58659.5,58671.5,-12.0,-0.020452860417749675,buy_basket_sell_components,12.0
5300,58654.5,58666.5,-12.0,-0.02045460356421467,buy_basket_sell_components,12.0
5400,58656.5,58664.5,-8.0,-0.013636867270666245,buy_basket_sell_components,8.0
5500,58654.0,58665.0,-11.0,-0.01875053268558766,buy_basket_sell_components,11.0
5600,58653.5,58665.5,-12.0,-0.02045495222916365,buy_basket_sell_components,12.0
5700,58654.5,58665.5,-11.0,-0.018750372876733343,buy_basket_sell_components,11.0
5800,58652.0,58665.5,-13.5,-0.023011821257809102,buy_basket_sell_components,13.5
5900,58653.0,58666.5,-13.5,-0.023011429009741503,buy_basket_sell_components,13.5
6000,58656.0,58666.5,-10.5,-0.017897778118687837,buy_basket_sell_components,10.5
6100,58653.0,58665.5,-12.5,-0.0213072419053788,buy_basket_sell_components,12.5
6200,58656.5,58666.5,-10.0,-0.017045502970178893,buy_basket_sell_components,10.0
6300,58657.5,58665.5,-8.0,-0.013636634819442432,buy_basket_sell_components,8.0
6400,58657.5,58664.0,-6.5,-0.011080049093140597,buy_basket_sell_components,6.5
6500,58660.5,58666.0,-5.5,-0.009375106535301537,buy_basket_sell_components,5.5
6600,58654.5,58665.0,-10.5,-0.017898235745333675,buy_basket_sell_components,10.5
6700,58653.0,58664.0,-11.0,-0.018750852311468703,buy_basket_sell_components,11.0
6800,58658.5,58666.0,-7.5,-0.012784236184502097,buy_basket_sell_components,7.5
6900,58663.5,58668.0,-4.5,-0.00767028022090407,buy_basket_sell_components,4.5
7000,58662.5,58668.0,-5.5,-0.00937478693666053,buy_basket_sell_components,5.5
7100,58661.0,58666.5,-5.5,-0.00937502663359839,buy_basket_sell_components,5.5
7200,58661.5,58666.5,-5.0,-0.008522751485089446,buy_basket_sell_components,5.0
7300,58659.5,58663.5,-4.0,-0.00681854986490748,buy_basket_sell_components,4.0
7400,58660.5,58663.5,-3.0,-0.00511391239868061,buy_basket_sell_components,3.0
7500,58657.5,58659.0,-1.5,-0.002557152355137319,buy_basket_sell_components,1.5
7600,58653.5,58656.5,-3.0,-0.00511452268717022,buy_basket_sell_components,3.0
7700,58657.5,58660.0,-2.5,-0.0042618479372655985,buy_basket_sell_components,2.5
7800,58651.5,58654.0,-2.5,-0.004262283902206158,buy_basket_sell_components,2.5
7900,58652.5,58655.5,-3.0,-0.005114609883131164,buy_basket_sell_components,3.0
8000,58645.5,58653.5,-8.0,-0.013639424757260862,buy_basket_sell_components,8.0
8100,58646.5,58654.0,-7.5,-0.012786851706618474,buy_basket_sell_components,7.5
8200,58647.5,58655.5,-8.0,-0.01363895968834977,buy_basket_sell_components,8.0
8300,58645.5,58650.5,-5.0,-0.0085250765125617,buy_basket_sell_components,5.0
8500,58649.5,58651.5,-2.0,-0.0034099724644723493,buy_basket_sell_components,2.0
8800,58650.5,58656.0,-5.5,-0.009376704855428259,buy_basket_sell_components,5.5
8900,58653.5,58655.5,-2.0,-0.0034097399220874426,buy_basket_sell_components,2.0
9000,58652.5,58654.5,-2.0,-0.0034097980547102102,buy_basket_sell_components,2.0
9100,58647.5,58653.5,-6.0,-0.010229568567945647,buy_basket_sell_components,6.0
9200,58650.5,58654.5,-4.0,-0.0068195961094204205,buy_basket_sell_components,4.0
9400,58648.5,58652.0,-3.5,-0.005967400941144377,buy_basket_sell_components,3.5
9800,58650.5,58652.5,-2.0,-0.0034099143259025614,buy_basket_sell_components,2.0
9900,58647.5,58653.5,-6.0,-0.010229568567945647,buy_basket_sell_components,6.0
10000,58647.5,58653.0,-5.5,-0.009377184457742996,buy_basket_sell_components,5.5
10100,58646.0,58650.5,-4.5,-0.00767256886130553,buy_basket_sell_components,4.5
10200,58647.5,58651.0,-3.5,-0.0059675026853762084,buy_basket_sell_components,3.5
10300,58647.5,58651.0,-3.5,-0.0059675026853762084,buy_basket_sell_components,3.5
10400,58649.5,58653.5,-4.0,-0.006819712378630431,buy_basket_sell_components,4.0
10500,58647.5,58655.5,-8.0,-0.01363895968834977,buy_basket_sell_components,8.0
10600,58649.5,58652.0,-2.5,-0.004262429243674555,buy_basket_sell_components,2.5
10700,58640.5,58649.0,-8.5,-0.014493000733175332,buy_basket_sell_components,8.5
10800,58642.5,58650.5,-8.0,-0.01364012242009872,buy_basket_sell_components,8.0
