timestamp,basket_mid,theoretical_value,discount,discount_pct
0,30609.0,30559.0,50.0,0.16361791943453646
100,30613.0,30559.0,54.0,0.1767073529892994
200,30615.0,30560.0,55.0,0.1799738219895288
300,30620.5,30562.0,58.5,0.1914141744650219
400,30621.0,30566.0,55.0,0.17993849375122686
500,30623.5,30566.0,57.5,0.18811751619446446
600,30626.0,30567.0,59.0,0.19301861484607585
700,30626.5,30568.0,58.5,0.19137660298351217
800,30620.5,30567.0,53.5,0.17502535414008571
900,30622.5,30572.0,50.5,0.1651838283396572
1000,30624.5,30573.0,51.5,0.16844928531710987
1100,30620.5,30569.0,51.5,0.16847132716150348
1200,30622.5,30569.0,53.5,0.1750139029736007
1300,30619.5,30569.0,50.5,0.16520003925545487
1400,30624.5,30573.0,51.5,0.16844928531710987
1500,30622.5,30574.0,48.5,0.1586315169752077
1600,30621.0,30570.0,51.0,0.16683022571148184
1700,30617.5,30570.0,47.5,0.15538109257441937
1800,30616.5,30570.0,46.5,0.1521099116781158
1900,30612.5,30567.0,45.5,0.14885333856773644
2000,30611.5,30566.0,45.5,0.14885820846692405
2100,30610.5,30562.0,48.5,0.15869380276159936
2200,30611.0,30562.0,49.0,0.1603298213467705
2300,30607.0,30562.0,45.0,0.14724167266540147
2400,30608.0,30560.0,48.0,0.15706806282722513
2500,30606.0,30560.0,46.0,0.15052356020942406
2600,30608.0,30561.0,47.0,0.15379077909754263
2700,30610.0,30562.0,48.0,0.15705778417642824
2800,30608.5,30562.0,46.5,0.15214972842091484
2900,30609.5,30562.0,47.5,0.15542176559125712
3000,30612.0,30562.0,50.0,0.16360185851711276
3100,30613.5,30562.0,51.5,0.16850991427262613
3200,30610.5,30560.0,50.5,0.16524869109947643
3300,30603.0,30558.0,45.0,0.1472609463970155
3400,30603.0,30558.0,45.0,0.1472609463970155
3500,30610.5,30566.0,44.5,0.145586599489629
3600,30609.0,30568.0,41.0,0.13412719183459829
3700,30611.5,30571.0,40.5,0.13247849268914985
3800,30614.5,30570.0,44.5,0.14556754988550866
3900,30617.0,30570.0,47.0,0.15374550212626759
4000,30617.5,30570.0,47.5,0.15538109257441937
4100,30620.5,30570.0,50.5,0.16519463526333006
4200,30621.0,30568.0,53.0,0.17338393090813922
4300,30619.0,30566.0,53.0,0.17339527579663677
4400,30621.5,30565.0,56.5,0.184851954850319
4500,30619.0,30561.0,58.0,0.1897843656948398
4600,30617.5,30560.0,57.5,0.1881544502617801
4700,30612.5,30560.0,52.5,0.1717931937172775
4800,30617.0,30563.0,54.0,0.1766842260249321
