timestamp,basket_mid,theoretical_value,discount,discount_pct,type,profit_potential
870600,30526.5,30529.0,-2.5,-0.008188935110878181,buy_basket_sell_components,2.5
870700,30526.5,30528.0,-1.5,-0.004913522012578617,buy_basket_sell_components,1.5
870800,30528.0,30531.0,-3.0,-0.009826078412105728,buy_basket_sell_components,3.0
870900,30526.0,30532.0,-6.0,-0.019651513166513822,buy_basket_sell_components,6.0
871000,30529.0,30532.0,-3.0,-0.009825756583256911,buy_basket_sell_components,3.0
871100,30529.0,30531.0,-2.0,-0.006550718941403818,buy_basket_sell_components,2.0
871200,30529.0,30532.0,-3.0,-0.009825756583256911,buy_basket_sell_components,3.0
871300,30529.0,30532.0,-3.0,-0.009825756583256911,buy_basket_sell_components,3.0
871600,30529.5,30532.0,-2.5,-0.008188130486047425,buy_basket_sell_components,2.5
872100,30528.5,30531.0,-2.5,-0.008188398676754773,buy_basket_sell_components,2.5
872200,30525.5,30532.0,-6.5,-0.02128913926372331,buy_basket_sell_components,6.5
872300,30529.5,30533.0,-3.5,-0.011463007238070285,buy_basket_sell_components,3.5
872400,30529.0,30532.0,-3.0,-0.009825756583256911,buy_basket_sell_components,3.0
872500,30526.5,30532.0,-5.5,-0.018013887069304336,buy_basket_sell_components,5.5
872600,30529.0,30532.0,-3.0,-0.009825756583256911,buy_basket_sell_components,3.0
872700,30532.5,30535.0,-2.5,-0.008187326019322089,buy_basket_sell_components,2.5
872800,30533.0,30535.0,-2.0,-0.006549860815457672,buy_basket_sell_components,2.0
872900,30534.0,30536.0,-2.0,-0.006549646319098769,buy_basket_sell_components,2.0
873300,30535.5,30537.0,-1.5,-0.004912073877591119,buy_basket_sell_components,1.5
873400,30534.5,30537.0,-2.5,-0.008186789795985198,buy_basket_sell_components,2.5
873700,30534.5,30536.0,-1.5,-0.0049122347393240765,buy_basket_sell_components,1.5
874000,30536.0,30539.0,-3.0,-0.009823504371459445,buy_basket_sell_components,3.0
874100,30534.0,30538.0,-4.0,-0.013098434737048923,buy_basket_sell_components,4.0
874200,30533.0,30538.0,-5.0,-0.016373043421311153,buy_basket_sell_components,5.0
874300,30535.5,30538.0,-2.5,-0.008186521710655576,buy_basket_sell_components,2.5
874400,30531.0,30538.0,-7.0,-0.022922260789835613,buy_basket_sell_components,7.0
874500,30534.5,30538.0,-3.5,-0.011461130394917807,buy_basket_sell_components,3.5
874600,30535.5,30539.0,-3.5,-0.011460755100036019,buy_basket_sell_components,3.5
874700,30536.5,30538.0,-1.5,-0.004911913026393346,buy_basket_sell_components,1.5
874800,30537.0,30540.0,-3.0,-0.009823182711198428,buy_basket_sell_components,3.0
875200,30538.5,30540.0,-1.5,-0.004911591355599214,buy_basket_sell_components,1.5
876300,30535.5,30538.0,-2.5,-0.008186521710655576,buy_basket_sell_components,2.5
876400,30536.0,30540.0,-4.0,-0.01309757694826457,buy_basket_sell_components,4.0
876500,30535.5,30542.0,-6.5,-0.021282168816711414,buy_basket_sell_components,6.5
876600,30541.5,30544.0,-2.5,-0.00818491356731273,buy_basket_sell_components,2.5
876700,30540.5,30544.0,-3.5,-0.011458878994237821,buy_basket_sell_components,3.5
876800,30541.5,30545.0,-3.5,-0.011458503846783435,buy_basket_sell_components,3.5
876900,30542.5,30546.0,-3.5,-0.011458128723891835,buy_basket_sell_components,3.5
877200,30548.0,30550.0,-2.0,-0.006546644844517185,buy_basket_sell_components,2.0
877300,30545.5,30550.0,-4.5,-0.014729950900163668,buy_basket_sell_components,4.5
877400,30543.5,30546.0,-2.5,-0.00818437765992274,buy_basket_sell_components,2.5
877500,30539.0,30547.0,-8.0,-0.02618915114413854,buy_basket_sell_components,8.0
877600,30539.5,30546.0,-6.5,-0.02127938191579912,buy_basket_sell_components,6.5
877700,30539.5,30546.0,-6.5,-0.02127938191579912,buy_basket_sell_components,6.5
