timestamp,basket_mid,theoretical_value,discount,discount_pct,type,profit_potential
100,59287.0,59288.5,-1.5,-0.0025300016023343482,buy_basket_sell_components,1.5
400,59292.0,59301.5,-9.5,-0.016019830864312034,buy_basket_sell_components,9.5
700,59304.5,59306.5,-2.0,-0.0033723116353182197,buy_basket_sell_components,2.0
800,59306.5,59308.0,-1.5,-0.0025291697578741484,buy_basket_sell_components,1.5
900,59314.0,59315.5,-1.5,-0.0025288499633316754,buy_basket_sell_components,1.5
4400,59293.5,59295.0,-1.5,-0.0025297242600556538,buy_basket_sell_components,1.5
4500,59282.0,59288.5,-6.5,-0.010963340276782176,buy_basket_sell_components,6.5
4600,59278.5,59286.5,-8.0,-0.013493797070159312,buy_basket_sell_components,8.0
4700,59275.5,59286.0,-10.5,-0.017710758020443276,buy_basket_sell_components,10.5
4800,59279.5,59290.5,-11.0,-0.018552719238326545,buy_basket_sell_components,11.0
4900,59282.5,59285.0,-2.5,-0.004216918276123809,buy_basket_sell_components,2.5
5000,59289.5,59292.0,-2.5,-0.0042164204277136885,buy_basket_sell_components,2.5
5100,59286.5,59291.0,-4.5,-0.007589684775092341,buy_basket_sell_components,4.5
5200,59280.0,59289.0,-9.0,-0.015179881596923543,buy_basket_sell_components,9.0
5300,59279.5,59289.5,-10.0,-0.016866392868889094,buy_basket_sell_components,10.0
5400,59273.5,59284.5,-11.0,-0.018554596901382316,buy_basket_sell_components,11.0
5500,59278.5,59284.0,-5.5,-0.009277376695229742,buy_basket_sell_components,5.5
5600,59271.5,59286.0,-14.5,-0.024457713456802616,buy_basket_sell_components,14.5
5700,59280.5,59287.5,-7.0,-0.011806873286949187,buy_basket_sell_components,7.0
5800,59277.0,59285.5,-8.5,-0.01433740121952248,buy_basket_sell_components,8.5
5900,59275.5,59285.5,-10.0,-0.016867530846497034,buy_basket_sell_components,10.0
6000,59280.5,59292.5,-12.0,-0.020238647383733186,buy_basket_sell_components,12.0
6100,59277.0,59297.0,-20.0,-0.03372851914936675,buy_basket_sell_components,20.0
6200,59277.0,59298.5,-21.5,-0.03625724090828605,buy_basket_sell_components,21.5
6300,59288.5,59300.5,-12.0,-0.020235917066466554,buy_basket_sell_components,12.0
6400,59293.0,59302.0,-9.0,-0.015176553910492059,buy_basket_sell_components,9.0
6500,59294.5,59300.5,-6.0,-0.010117958533233277,buy_basket_sell_components,6.0
6600,59297.5,59300.5,-3.0,-0.005058979266616638,buy_basket_sell_components,3.0
7100,59292.5,59298.0,-5.5,-0.009275186346925698,buy_basket_sell_components,5.5
7200,59295.0,59298.0,-3.0,-0.005059192552868562,buy_basket_sell_components,3.0
7300,59300.0,59303.5,-3.5,-0.005901843904659927,buy_basket_sell_components,3.5
7500,59293.5,59296.5,-3.0,-0.005059320533252384,buy_basket_sell_components,3.0
7900,59287.5,59289.5,-2.0,-0.0033732785737778186,buy_basket_sell_components,2.0
8000,59279.0,59283.5,-4.5,-0.0075906449517994055,buy_basket_sell_components,4.5
8100,59262.5,59269.5,-7.0,-0.01181045900505319,buy_basket_sell_components,7.0
18000,59295.5,59298.5,-3.0,-0.005059149894179448,buy_basket_sell_components,3.0
19200,59284.5,59288.5,-4.0,-0.0067466709395582625,buy_basket_sell_components,4.0
417100,59312.5,59317.0,-4.5,-0.007586358042382454,buy_basket_sell_components,4.5
418300,59308.0,59310.5,-2.5,-0.004215105251178122,buy_basket_sell_components,2.5
418400,59304.5,59309.0,-4.5,-0.007587381341786239,buy_basket_sell_components,4.5
418500,59305.5,59309.5,-4.0,-0.0067442821133208,buy_basket_sell_components,4.0
418600,59306.5,59314.5,-8.0,-0.013487427188967286,buy_basket_sell_components,8.0
418700,59310.0,59319.5,-9.5,-0.0160149697822807,buy_basket_sell_components,9.5
418800,59314.0,59317.5,-3.5,-0.005900450963037889,buy_basket_sell_components,3.5
418900,59312.5,59318.5,-6.0,-0.010114888272629956,buy_basket_sell_components,6.0
419000,59310.0,59316.0,-6.0,-0.010115314586283633,buy_basket_sell_components,6.0
419100,59313.5,59324.0,-10.5,-0.017699413390870476,buy_basket_sell_components,10.5
419200,59310.5,59324.0,-13.5,-0.022756388645404895,buy_basket_sell_components,13.5
419300,59306.5,59322.5,-16.0,-0.026971216654726283,buy_basket_sell_components,16.0
419400,59303.5,59320.0,-16.5,-0.027815239379635873,buy_basket_sell_components,16.5
419500,59307.5,59317.5,-10.0,-0.016858431322965398,buy_basket_sell_components,10.0
419600,59310.5,59318.5,-8.0,-0.01348651769683994,buy_basket_sell_components,8.0
419700,59310.5,59318.5,-8.0,-0.01348651769683994,buy_basket_sell_components,8.0
419800,59310.5,59318.5,-8.0,-0.01348651769683994,buy_basket_sell_components,8.0
419900,59312.5,59318.5,-6.0,-0.010114888272629956,buy_basket_sell_components,6.0
420400,59310.5,59313.0,-2.5,-0.004214927587544046,buy_basket_sell_components,2.5
420500,59309.5,59311.5,-2.0,-0.0033720273471417855,buy_basket_sell_components,2.0
420600,59310.5,59312.5,-2.0,-0.0033719704952581667,buy_basket_sell_components,2.0
420700,59309.5,59313.5,-4.0,-0.006743827290583088,buy_basket_sell_components,4.0
420800,59303.0,59313.0,-10.0,-0.016859710350176183,buy_basket_sell_components,10.0
420900,59294.5,59309.5,-15.0,-0.025291057924953002,buy_basket_sell_components,15.0
421000,59291.5,59310.5,-19.0,-0.03203479990895373,buy_basket_sell_components,19.0
421100,59294.0,59307.0,-13.0,-0.021919840828232756,buy_basket_sell_components,13.0
421200,59296.5,59310.5,-14.0,-0.023604589406597484,buy_basket_sell_components,14.0
421300,59291.5,59306.0,-14.5,-0.024449465484099413,buy_basket_sell_components,14.5
421400,59292.5,59309.0,-16.5,-0.027820398253216205,buy_basket_sell_components,16.5
421500,59290.5,59305.5,-15.0,-0.025292763740293905,buy_basket_sell_components,15.0
421600,59301.0,59308.5,-7.5,-0.012645742178608461,buy_basket_sell_components,7.5
421700,59298.0,59306.5,-8.5,-0.014332324450102435,buy_basket_sell_components,8.5
421800,59300.5,59311.5,-11.0,-0.01854615040927982,buy_basket_sell_components,11.0
421900,59300.0,59312.0,-12.0,-0.02023199352576207,buy_basket_sell_components,12.0
422000,59299.5,59311.0,-11.5,-0.019389320699364367,buy_basket_sell_components,11.5
422100,59305.5,59318.0,-12.5,-0.02107286152601234,buy_basket_sell_components,12.5
422200,59305.5,59318.5,-13.0,-0.021915591257364905,buy_basket_sell_components,13.0
422300,59302.5,59318.0,-15.5,-0.0261303482922553,buy_basket_sell_components,15.5
422400,59307.5,59318.0,-10.5,-0.017701203681850367,buy_basket_sell_components,10.5
422500,59309.5,59318.0,-8.5,-0.014329545837688392,buy_basket_sell_components,8.5
422600,59312.5,59321.5,-9.0,-0.01517156511551461,buy_basket_sell_components,9.0
422700,59314.5,59322.5,-8.0,-0.013485608327363141,buy_basket_sell_components,8.0
422800,59315.0,59320.0,-5.0,-0.008428860418071477,buy_basket_sell_components,5.0
422900,59314.0,59317.0,-3.0,-0.005057572028254969,buy_basket_sell_components,3.0
501300,59274.5,59276.5,-2.0,-0.0033740183715300328,buy_basket_sell_components,2.0
501900,59267.0,59272.0,-5.0,-0.008435686327439601,buy_basket_sell_components,5.0
502000,59264.5,59269.0,-4.5,-0.007592501982486629,buy_basket_sell_components,4.5
502100,59255.5,59261.0,-5.5,-0.009280977371289719,buy_basket_sell_components,5.5
502200,59253.5,59261.0,-7.5,-0.01265587823357689,buy_basket_sell_components,7.5
502300,59263.5,59271.5,-8.0,-0.013497211982149936,buy_basket_sell_components,8.0
502400,59262.5,59273.0,-10.5,-0.01771464241728949,buy_basket_sell_components,10.5
502500,59260.5,59275.5,-15.0,-0.02530556469367614,buy_basket_sell_components,15.0
502600,59255.5,59276.0,-20.5,-0.03458398002564275,buy_basket_sell_components,20.5
502700,59254.5,59279.5,-25.0,-0.04217309525215294,buy_basket_sell_components,25.0
502800,59249.5,59279.5,-30.0,-0.050607714302583526,buy_basket_sell_components,30.0
502900,59247.5,59278.0,-30.5,-0.051452478153783864,buy_basket_sell_components,30.5
503000,59254.5,59284.0,-29.5,-0.049760475001686795,buy_basket_sell_components,29.5
503100,59259.0,59282.0,-23.0,-0.038797611416618874,buy_basket_sell_components,23.0
503200,59260.0,59281.5,-21.5,-0.03626763830199978,buy_basket_sell_components,21.5
503300,59266.0,59282.0,-16.0,-0.02698964272460443,buy_basket_sell_components,16.0
